,city,date,product,plu_code,quantity,weight_lb,price_usd
0,Austin,2020-01-26,Avocado,4225,107,15.075618907529861,1.3676842375542038
1,Austin,2020-01-26,Pear,4412,438,15.931293113622816,0.9497904568677769
2,Austin,2020-01-26,Banana,4011,112,19.14993909010664,3.099691861844622
3,Austin,2020-01-26,Blueberries,4240,475,18.498491333192217,1.9835128511884252
4,Austin,2020-01-26,Apricot,3302,334,16.967514932248744,1.8783133183722385
5,Austin,2020-01-26,Strawberries,4323,135,2.3081224228255453,2.6765345141873698
6,Austin,2020-01-26,Pear,4412,474,3.1978333831299097,0.7601598272565753
7,Austin,2020-01-26,Banana,4011,318,6.003875492187217,1.5076291087432765
8,Austin,2020-01-26,Onion,4159,206,11.27901409524493,2.003653527540155
9,Austin,2020-01-26,Eggplant,4081,429,8.946570077445358,0.9043987373705022
10,Austin,2020-01-26,Blueberries,4240,267,4.9235551143065095,0.6861856988514774
11,Austin,2020-01-26,Tomato,4796,115,10.577546611987055,2.365764924976975
12,Austin,2020-01-26,Pear,4412,397,17.48546133665368,2.1826744226971644
13,Austin,2020-01-26,Orange,4012,211,11.259625783003868,1.9956280930899086
14,Austin,2020-01-26,Apple (Gala),4134,153,18.18553289775737,2.502888360479847
15,Austin,2020-01-26,Lemon,4958,231,14.73063851115294,2.9775674925884235
16,Austin,2020-01-26,Orange,4012,165,20.897150457371026,1.805609214946162
17,Austin,2020-01-26,Grapes,4272,138,13.810545918298887,2.3051015631761405
18,Austin,2020-01-26,Cucumber,4062,348,21.30436074989848,2.1033493048278618
19,Austin,2020-01-26,Peach,4404,148,13.376011251751335,3.275576799595729
20,Austin,2020-01-26,Banana,4011,274,15.851245474396276,1.3896818035980687
21,Austin,2020-01-26,Corn,4078,471,15.276834207866342,1.0344782724394463
22,Austin,2020-01-26,Pear,4412,116,21.583574265521023,2.003563721268438
23,Austin,2020-01-26,Tomato,4796,405,15.96904539493844,2.944748349557631
24,Austin,2020-01-26,Apricot,3302,487,3.0923277150373907,2.678840495424811
25,Austin,2020-01-26,Lychee,4309,430,13.319646012736486,1.060712699382566
26,Austin,2020-01-26,Orange,4012,330,17.14829504787922,1.2622789122513496
27,Austin,2020-01-26,Kiwi,4030,130,16.5295110211242,0.8598911889828742
28,Austin,2020-01-26,Onion,4159,177,8.429486623080448,2.0485193021711896
29,Austin,2020-01-26,Peach,4404,211,20.967669669352475,1.9931903003714981
30,Austin,2020-01-26,Mushroom,4650,345,20.8029677325394,1.6421313158469275
31,Austin,2020-01-26,Avocado,4225,183,15.336889770859853,3.0145136903272944
32,Austin,2020-01-26,Strawberries,4323,140,4.750155028887093,0.8320414413581603
33,Austin,2020-01-26,Eggplant,4081,115,13.668680968275295,1.6615863969316707
34,Austin,2020-01-26,Peach,4404,308,9.124687854200602,2.422443750384264
35,Austin,2020-01-26,Strawberries,4323,333,10.353378064092249,2.445414214290213
36,Austin,2020-01-26,Banana,4011,414,6.8780654300935575,2.568528989341576
37,Austin,2020-01-26,Apricot,3302,452,3.4854581549298023,1.192139588482678
38,Austin,2020-01-26,Onion,4159,149,2.474558004597202,0.906842216453515
39,Austin,2020-01-26,Avocado,4225,263,4.1478426760993905,2.6581947519560347
40,Austin,2020-01-26,Apple (Gala),4134,167,7.174640953401104,1.0858644965454005
41,Austin,2020-01-26,Peach,4404,101,19.368077351106333,1.6532284231623635
42,Austin,2020-01-26,Peach,4404,202,13.5892310354393,1.7576647031935864
43,Austin,2020-01-26,Lemon,4958,125,17.46507466346957,1.587103506969288
44,Austin,2020-01-26,Apple (Gala),4134,210,9.316773385694251,2.1706256999284963
45,Austin,2020-01-26,Strawberries,4323,229,20.976020672218876,2.8661419815151024
46,Austin,2020-01-26,Eggplant,4081,146,14.184190455870704,2.38403030858608
47,Austin,2020-01-26,Lemon,4958,427,15.432721716864036,2.781110344815534
48,Austin,2020-01-26,Pear,4412,490,15.3219414960593,2.320771674870048
49,Austin,2020-01-26,Eggplant,4081,419,10.679268865427003,1.6493066128576175
50,Austin,2020-01-26,Blueberries,4240,205,16.978108045179397,1.298728768026922
51,Austin,2020-01-26,Tomato,4796,363,5.2376476765610285,2.911495383200236
52,Austin,2020-01-26,Banana,4011,207,20.103526092832908,2.5945299532730135
53,Austin,2020-01-26,Strawberries,4323,218,7.556113862060011,0.9925956731429324
54,Austin,2020-01-26,Avocado,4225,413,3.294309421814978,0.6454486455884763
55,Austin,2020-01-26,Apple (Fuji),4131,245,16.852285218797626,2.954898882377893
56,Austin,2020-01-26,Tomato,4796,216,11.241478398535401,1.5945249177282677
