,city,date,product,plu_code,quantity,weight_lb,price_usd
0,Boston,2020-01-26,Banana,4011,449,12.362082120915876,3.2013948874198834
1,Boston,2020-01-26,Eggplant,4081,248,20.80716457157396,1.3292936545447447
2,Boston,2020-01-26,Apple (Gala),4134,465,9.774035840854049,1.7282191782840528
3,Boston,2020-01-26,Mushroom,4650,137,19.23960605747998,1.9370424454216848
4,Boston,2020-01-26,Strawberries,4323,211,12.839564886502922,0.8237431158311666
5,Boston,2020-01-26,Apple (Fuji),4131,342,17.103526920825246,0.8866100690909662
6,Boston,2020-01-26,Strawberries,4323,389,2.353764877514914,0.5684328896575608
7,Boston,2020-01-26,Peach,4404,201,20.576220389036465,0.6753011960070581
8,Boston,2020-01-26,Tomato,4796,322,7.836004127934576,0.700795821857173
9,Boston,2020-01-26,Avocado,4225,498,17.966188971232626,2.4650521432748067
10,Boston,2020-01-26,Lemon,4958,370,21.40766526358202,2.7623808396281677
11,Boston,2020-01-26,Tomato,4796,483,13.3974369188305,1.3337609358248301
12,Boston,2020-01-26,Lemon,4958,207,18.15389638282359,2.296550266456325
13,Boston,2020-01-26,Tomato,4796,433,7.692300433106721,1.7157125792698935
14,Boston,2020-01-26,Blueberries,4240,349,18.17752573983744,1.5565168738365174
15,Boston,2020-01-26,Apple (Gala),4134,112,13.106047131074593,2.9376457273727286
16,Boston,2020-01-26,Apple (Fuji),4131,221,10.433556587155909,2.4748327550594698
17,Boston,2020-01-26,Kiwi,4030,445,2.689897520048544,1.6114132163464092
18,Boston,2020-01-26,Mushroom,4650,158,9.087275734404102,1.031075381161645
19,Boston,2020-01-26,Kiwi,4030,491,8.799739848915488,1.8322179821669125
20,Boston,2020-01-26,Cucumber,4062,381,3.81759108863771,1.212685877236072
21,Boston,2020-01-26,Onion,4159,109,21.727093982603403,1.1873261688859202
22,Boston,2020-01-26,Strawberries,4323,312,12.439536654949189,1.507095563702751
23,Boston,2020-01-26,Grapes,4272,309,6.989884617133066,1.1426584527478554
24,Boston,2020-01-26,Eggplant,4081,328,2.7618885539937765,2.2725582987884994
25,Boston,2020-01-26,Avocado,4225,445,18.270382315572352,3.1377466676174666
26,Boston,2020-01-26,Lychee,4309,213,17.30771030294709,2.453365453879815
27,Boston,2020-01-26,Pear,4412,405,19.553158990712838,1.1805542413610965
28,Boston,2020-01-26,Peach,4404,452,21.120755344070496,1.0259116165805608
29,Boston,2020-01-26,Strawberries,4323,215,18.328676932910458,2.4342888621147725
30,Boston,2020-01-26,Pear,4412,405,10.459952004486695,1.2301343912957237
31,Boston,2020-01-26,Pear,4412,473,20.042631635023284,1.3078286116477102
32,Boston,2020-01-26,Lychee,4309,186,7.987388086877764,1.567459822469391
33,Boston,2020-01-26,Corn,4078,495,18.151128948712724,2.7993512727669443
34,Boston,2020-01-26,Onion,4159,397,4.365971615584567,1.4255408044089564
35,Boston,2020-01-26,Eggplant,4081,283,14.160873157531023,3.22320058651967
36,Boston,2020-01-26,Avocado,4225,436,10.112358582904562,0.7313266772660427
37,Boston,2020-01-26,Lychee,4309,249,21.654079292388634,1.2807714309426956
38,Boston,2020-01-26,Blueberries,4240,242,3.3001141252927484,2.1786678259493786
39,Boston,2020-01-26,Banana,4011,299,17.852049381705,0.8336226995568723
40,Boston,2020-01-26,Kiwi,4030,129,17.251896204240623,2.094050825177692
41,Boston,2020-01-26,Lemon,4958,279,18.388163477834315,3.0773170691216367
42,Boston,2020-01-26,Corn,4078,210,17.77053559087217,2.737859711586498
43,Boston,2020-01-26,Tomato,4796,499,16.64102267655544,2.984851337631699
44,Boston,2020-01-26,Onion,4159,116,9.047275538975374,1.920655433041975
45,Boston,2020-01-26,Corn,4078,309,21.76871998938732,1.0185498252511025
46,Boston,2020-01-26,Banana,4011,167,8.896234051184729,1.1341430215514265
47,Boston,2020-01-26,Lemon,4958,258,18.153385064098984,3.2601337115745994
48,Boston,2020-01-26,Tomato,4796,139,10.554919207142667,2.9002289328607733
49,Boston,2020-01-26,Grapes,4272,248,9.27791305659339,1.378692259558011
50,Boston,2020-01-26,Strawberries,4323,328,8.765226876875387,2.076448605116457
51,Boston,2020-01-26,Mushroom,4650,492,9.368673029169441,2.5779168411507274
52,Boston,2020-01-26,Strawberries,4323,469,8.376983658177778,0.9309295531827957
53,Boston,2020-01-26,Orange,4012,104,21.86984112961218,2.2967901912168602
54,Boston,2020-01-26,Apple (Gala),4134,483,18.610299179516733,2.4081633680150847
55,Boston,2020-01-26,Avocado,4225,352,16.483675299445167,3.2265483365161347
56,Boston,2020-01-26,Peach,4404,305,13.987075022235514,2.9016690903343263
57,Boston,2020-01-26,Grapes,4272,450,10.70633289627731,1.9601519489777277
58,Boston,2020-01-26,Lemon,4958,170,14.783651056792587,2.3398378793033774
59,Boston,2020-01-26,Apple (Fuji),4131,482,14.673681485047565,2.4725610258290547
60,Boston,2020-01-26,Mushroom,4650,391,8.460545582138003,2.2329785100417214
61,Boston,2020-01-26,Mushroom,4650,251,21.8144630399067,1.0946593862143346
62,Boston,2020-01-26,Tomato,4796,240,7.7331855039577935,0.5700651990016923
63,Boston,2020-01-26,Banana,4011,489,9.907018544664608,2.748783512518276
64,Boston,2020-01-26,Apricot,3302,110,13.51687804828398,1.407549004664179
65,Boston,2020-01-26,Lychee,4309,102,13.969518184754998,1.3465142664615997
66,Boston,2020-01-26,Strawberries,4323,316,4.799780425662175,2.431160542019643
67,Boston,2020-01-26,Mushroom,4650,404,4.956399378506467,2.3761740289162847
68,Boston,2020-01-26,Banana,4011,313,3.916495271213353,0.9270485264249146
69,Boston,2020-01-26,Strawberries,4323,463,5.479677601624281,0.9974456747411751
70,Boston,2020-01-26,Avocado,4225,262,2.70316205364652,0.5771292299730704
71,Boston,2020-01-26,Strawberries,4323,244,12.757377185206861,3.0803104704362343
72,Boston,2020-01-26,Apple (Fuji),4131,357,14.000988876307384,1.419406074343715
73,Boston,2020-01-26,Orange,4012,207,6.758609603811056,1.0142660398385488
74,Boston,2020-01-26,Orange,4012,186,17.37052134620026,0.5902002530172468
75,Boston,2020-01-26,Kiwi,4030,174,5.272816321719438,0.9068684809142724
76,Boston,2020-01-26,Apple (Fuji),4131,430,12.347299231542275,0.8171889496268705
77,Boston,2020-01-26,Tomato,4796,320,16.264778072619812,2.302010495460127
78,Boston,2020-01-26,Apple (Fuji),4131,205,10.386837396118791,0.9200459428946488
79,Boston,2020-01-26,Blueberries,4240,351,2.9591420493088667,0.9300432134303265
80,Boston,2020-01-26,Tomato,4796,340,7.176845906488598,0.9888316288823262
81,Boston,2020-01-26,Apple (Gala),4134,445,14.907547404570506,2.481832769769244
82,Boston,2020-01-26,Strawberries,4323,287,17.11467628660612,2.871110371674877
83,Boston,2020-01-26,Avocado,4225,132,6.925053737219423,2.6404669446172195
84,Boston,2020-01-26,Kiwi,4030,116,20.965999993402512,0.7969045441830531
85,Boston,2020-01-26,Blueberries,4240,214,2.6004759869538248,1.000410511053633
86,Boston,2020-01-26,Apple (Gala),4134,439,19.487482107291,1.4754812326980755
87,Boston,2020-01-26,Pear,4412,409,15.541973974555733,1.138911552738864
88,Boston,2020-01-26,Banana,4011,197,6.375948119070381,1.5101493950467557
89,Boston,2020-01-26,Pear,4412,250,10.113952073222027,1.8060681086033583
