restaurant,Category,Name,Calories,Carbs,Fat
A&W Restaurants,Burgers,Coney (Chili) Dog,760,45,45
A&W Restaurants,Entrees,Chili Fries,340,26,20
A&W Restaurants,French Fries,Strawberry Milkshake (small),370,49,15
A&W Restaurants,Shakes,A&W® Root Beer Freeze (large),670,90,29
A&W Restaurants,Shakes,Caramel Sundae,820,150,18
A&W Restaurants,Desserts,Strawberry Banana Smoothee,340,57,9
A&W Restaurants,Shakes,Chocolate Fudge Blendrrr,420,86,6
A&W Restaurants,Desserts,Strawberry Limeade,1010,152,59
A&W Restaurants,Drinks,Watermelon Slushee,420,105,0
A&W Restaurants,Drinks,Lime Slushee,270,73,0
A&W Restaurants,Drinks,A&W® Root Beer,480,119,0
A&W Restaurants,Drinks,Cheeseburger,880,232,0
A&W Restaurants,Burgers,French Fries (Regular),420,37,21
A&W Restaurants,French Fries,Cheese Curds (Large),310,45,12
A&W Restaurants,Sides,Chocolate Milkshake (small),1140,54,80
A&W Restaurants,Shakes,Orange Freeze (small),700,100,29
A&W Restaurants,Shakes,A&W® Diet Root Beer Float (small),450,108,8
A&W Restaurants,Shakes,Strawberry Smoothee,170,30,5
A&W Restaurants,Shakes,Limeade,610,121,10
A&W Restaurants,Drinks,Cherry Limeade,140,38,0
A&W Restaurants,Drinks,Lemon Slushee,340,90,0
A&W Restaurants,Drinks,Blue Raspberry Slushee,330,82,0
A&W Restaurants,Drinks,A&W® Diet Root Beer,570,142,0
A&W Restaurants,Drinks,Grilled Chicken Sandwich,0,0,0
A&W Restaurants,Chicken,French Fries (Large),400,31,15
A&W Restaurants,French Fries,Chili,430,61,17
A&W Restaurants,Sides,Chocolate Milkshake (medium),190,22,6
A&W Restaurants,Shakes,Orange Freeze (medium),880,125,36
A&W Restaurants,Shakes,A&W® Diet Root Beer Float (medium),600,142,10
A&W Restaurants,Shakes,Orange Float (large),170,30,5
A&W Restaurants,Shakes,Reese's® Peanut Butter Fudge Blendrrr,610,137,9
A&W Restaurants,Desserts,Limeade,700,103,41
A&W Restaurants,Drinks,Cherry Limeade,210,55,0
A&W Restaurants,Drinks,Lemon Slushee,530,138,0
A&W Restaurants,Drinks,Blue Raspberry Slushee,440,110,0
A&W Restaurants,Drinks,A&W® Diet Root Beer,740,182,0
A&W Restaurants,Drinks,Original Double Cheeseburger,0,0,0
A&W Restaurants,Burgers,Coney (Chili) Cheese Dog,680,44,38
A&W Restaurants,Entrees,Breaded Onion Rings (Regular),380,28,23
A&W Restaurants,Sides,Strawberry Milkshake (medium),350,45,16
A&W Restaurants,Shakes,A&W® Diet Root Beer Freeze (small),840,113,36
A&W Restaurants,Shakes,A&W® Root Beer Float (small),260,39,8
A&W Restaurants,Shakes,Strawberry Banana Smoothee,330,70,5
A&W Restaurants,Shakes,Oreo® Cookies & Cream Blendrrr,680,137,10
A&W Restaurants,Desserts,Strawberry Limeade,340,56,12
A&W Restaurants,Drinks,Watermelon Slushee,560,143,0
A&W Restaurants,Drinks,Lime Slushee,360,99,0
A&W Restaurants,Drinks,A&W® Root Beer,770,188,0
A&W Restaurants,Drinks,Papa Single Burger,1760,464,0
A&W Restaurants,Burgers,Hot Dog (plain),470,38,25
A&W Restaurants,Entrees,Cheese Fries,310,23,19
A&W Restaurants,French Fries,Reese's® Polar Swirl®,390,50,18
A&W Restaurants,Desserts,A&W® Root Beer Freeze (medium),740,97,31
A&W Restaurants,Shakes,Hot Fudge Sundae,480,89,10
A&W Restaurants,Desserts,Strawberry Banana Smoothee,350,54,11
A&W Restaurants,Shakes,Chocolate Fudge Blendrrr,390,78,6
A&W Restaurants,Desserts,Strawberry Limeade,560,92,32
A&W Restaurants,Drinks,Cherry Slushee,290,75,0
A&W Restaurants,Drinks,Lime Slushee,900,224,0
A&W Restaurants,Drinks,A&W® Root Beer,380,94,0
A&W Restaurants,Drinks,Original Bacon Cheeseburger ,440,116,0
A&W Restaurants,Burgers,Cheese Dog,530,39,30
A&W Restaurants,Entrees,Breaded Onion Rings (Large),350,26,22
A&W Restaurants,Sides,Vanilla Milkshake (small),480,62,27
A&W Restaurants,Shakes,A&W® Diet Root Beer Freeze (medium),720,97,31
A&W Restaurants,Shakes,A&W® Root Beer Float (medium),340,53,10
A&W Restaurants,Shakes,Strawberry Smoothee,350,77,5
A&W Restaurants,Shakes,Oreo® Cookies & Cream Blendrrr,360,70,6
A&W Restaurants,Desserts,Cherry Limeade,430,72,15
A&W Restaurants,Drinks,Watermelon Slushee,190,51,0
A&W Restaurants,Drinks,Blue Raspberry Slushee,460,124,0
A&W Restaurants,Drinks,A&W® Diet Root Beer,270,67,0
A&W Restaurants,Drinks,Hamburger,0,0,0
A&W Restaurants,Burgers,French Fries (Small/ Kids),380,33,19
A&W Restaurants,French Fries,Cheese Curds (Regular),200,28,8
A&W Restaurants,Sides,Vanilla Milkshake (medium,570,27,40
A&W Restaurants,Shakes,A&W® Diet Root Beer Freeze (large),900,121,39
A&W Restaurants,Shakes,A&W® Root Beer Float (large),600,92,18
A&W Restaurants,Shakes,Strawberry Smoothee,640,136,10
A&W Restaurants,Shakes,Oreo® Cookies & Cream Blendrrr,370,74,6
A&W Restaurants,Desserts,Cherry Limeade,650,109,21
A&W Restaurants,Drinks,Watermelon Slushee,300,79,0
A&W Restaurants,Drinks,Blue Raspberry Slushee,720,197,0
A&W Restaurants,Drinks,A&W® Diet Root Beer,370,91,0
A&W Restaurants,Drinks,Chicken Strips- 3 pieces,0,0,0
A&W Restaurants,Chicken,Corn Dog Nuggets® (Regular),500,32,29
A&W Restaurants,Sides,M&M's® Polar Swirl®,280,32,13
A&W Restaurants,Desserts,Vanilla Cone (large),710,107,25
A&W Restaurants,Desserts,Strawberry Sundae,260,41,7
A&W Restaurants,Desserts,Pineapple Banana Smoothee,300,47,8
A&W Restaurants,Shakes,Reese's® Peanut Butter Fudge Blendrrr,480,104,6
A&W Restaurants,Desserts,Limeade,1360,203,79
A&W Restaurants,Drinks,Cherry Slushee,390,103,0
A&W Restaurants,Drinks,Lemon Slushee,450,112,0
A&W Restaurants,Drinks,A&W® Root Beer,890,221,0
A&W Restaurants,Drinks,A&W® Diet Root Beer,220,58,0
A&W Restaurants,Drinks,Crispy Chicken Sandwich,0,0,0
A&W Restaurants,Chicken,Corn Dog Nuggets® (Small/ Kids),550,52,25
A&W Restaurants,Sides,Extra Burger Patty,180,20,8
A&W Restaurants,Sides,Vanilla Cone (regular),170,2,12
A&W Restaurants,Desserts,Orange Freeze (medium),200,32,5
A&W Restaurants,Shakes,A&W® Diet Root Beer Float (large),970,223,18
A&W Restaurants,Shakes,Pineapple Banana Smoothee,350,60,10
A&W Restaurants,Shakes,Reese's® Peanut Butter Fudge Blendrrr,400,85,6
A&W Restaurants,Desserts,Limeade,710,108,41
A&W Restaurants,Drinks,Cherry Slushee,250,66,0
A&W Restaurants,Drinks,Lemon Slushee,330,83,0
A&W Restaurants,Drinks,A&W® Root Beer,560,139,0
A&W Restaurants,Drinks,A&W® Diet Root Beer,160,43,0
A&W Restaurants,Drinks,Papa Burger®,0,0,0
A&W Restaurants,Burgers,Crunchy Shrimp,690,44,39
A&W Restaurants,Seafood,Chili Cheese Fries,340,34,19
A&W Restaurants,French Fries,Oreo® Polar Swirl®,410,52,17
A&W Restaurants,Desserts,A&W® Root Beer Freeze (small),690,107,24
A&W Restaurants,Shakes,Chocolate Sundae,370,68,8
A&W Restaurants,Desserts,Pineapple Banana Smoothee,320,53,8
A&W Restaurants,Shakes,Chocolate Fudge Blendrrr,750,160,10
A&W Restaurants,Desserts,Strawberry Limeade,490,68,30
A&W Restaurants,Drinks,Cherry Slushee,230,58,0
A&W Restaurants,Drinks,Lime Slushee,570,141,0
A&W Restaurants,Drinks,A&W® Root Beer,280,69,0
A&W Restaurants,Drinks,,270,72,0
Applebee's,Salads,Baked Potato,180,12,15
Applebee's,Sides,"Boneless Wings, Southern BBQ",430,42,28
Applebee's,Appetizers,"Bruschetta Chicken Salad, Half w/o dressing ",1110,83,55
Applebee's,Salads,Cheese Quesadilla Grande,580,40,30
Applebee's,Appetizers,Chicken Fettuccine Carbonara ,1130,85,87
Applebee's,Entrees,Chicken Tortilla Soup,1440,107,82
Applebee's,Soups,Classic Club House Grill,140,12,7
Applebee's,Sandwiches,"Crunchy Onion Rings, Side",1150,77,67
Applebee's,Sides,French Onion Soup ,530,63,28
Applebee's,Soups,Frozen Lemonades,260,16,14
Applebee's,Drinks,Grilled Shrimp ‘N Spinach Salad,255,64,0
Applebee's,Salads,"Grilled Steak Caesar, Half w/o dressing",260,20,15
Applebee's,Salads,House Sirloin,230,11,10
Applebee's,Entrees,Kids Grape Juice (6.75 oz),250,0,12
Applebee's,Kid's Meals,Kids Mini Hamburger – 1,80,20,0
Applebee's,Kid's Meals,Kids Vanilla Sundae with Hershey’s Syrup,390,23,27
Applebee's,Kid's Meals,Oriental Chicken Salad,330,49,14
Applebee's,Salads,"Pecan-Crusted Chicken Salad, Half",420,25,29
Applebee's,Salads,Queso Blanco,820,72,48
Applebee's,Appetizers,"Santa Fe Chicken Salad, Regular w/o dressing",1330,114,82
Applebee's,Salads,Sizzling Skillet Fajitas - Combo,870,52,56
Applebee's,Entrees,Spinach & Artichoke Dip,1430,150,60
Applebee's,Appetizers,Teriyaki Chicken Pasta ,1525,124,102
Applebee's,Entrees,Trios Chicken Quesadilla Grande,450,73,8
Applebee's,Appetizers,Trios Spinach Artichoke Dip,650,44,47
Applebee's,Appetizers,Weight Watchers® Spicy Pineapple Glazed Shrimp & Spinach ,560,41,39
Applebee's,Seafood,Applebee’s House Salad,310,48,5
Applebee's,Salads,Bacon Cheese Chicken Grill,180,12,15
Applebee's,Sandwiches,"Boneless Wings, Hot Buffalo",750,50,33
Applebee's,Appetizers,"Bruschetta Chicken Salad, Half ",1170,67,69
Applebee's,Salads,California Turkey Club,740,45,44
Applebee's,Sandwiches,Chicken Fajita Rollup,970,60,55
Applebee's,Sandwiches,Chicken Tortilla Soup,560,45,41
Applebee's,Soups,Clam Chowder,180,18,8
Applebee's,Soups,Crunchy Onion Rings,290,16,20
Applebee's,Appetizers,French Dip Sliders,1290,181,56
Applebee's,Burgers,"Fries, Side",590,50,36
Applebee's,Kid's Meals,Grilled Dijon Chicken & Portobellos ,390,53,18
Applebee's,Chicken,"Grilled Steak Caesar, Half",470,30,16
Applebee's,Salads,House Sirloin,460,13,34
Applebee's,Entrees,Kids Fried Shrimp,310,0,13
Applebee's,Kid's Meals,Kids Mini Cheeseburgers – 2,230,16,14
Applebee's,Kid's Meals,Kids Vanilla Sundae,740,47,46
Applebee's,Kid's Meals,Oriental Chicken Rollup,230,24,14
Applebee's,Sandwiches,"Oriental Grilled Chicken Salad, Regular w/o dressing",1160,121,60
Applebee's,Salads,Quesadilla Burger,590,58,19
Applebee's,Burgers,"Santa Fe Chicken Salad, Regular",1240,44,103
Applebee's,Salads,Sizzling Skillet Fajitas - Chicken,1240,58,93
Applebee's,Entrees,Spicy Chili Cheese Nachos,1370,149,52
Applebee's,Appetizers,Stuffed Meatball Sandwich,1610,125,103
Applebee's,Sandwiches,Trios Cheeseburger Sliders,1090,90,58
Applebee's,Appetizers,Trios Spicy Queso Blanco,880,55,59
Applebee's,Appetizers,Weight Watchers® Paradise Chicken Salad ,520,40,33
Applebee's,Salads,Appetizer Sampler,340,6,4
Applebee's,Appetizers,Applebee’s Riblets Basket  ,2375,169,162
Applebee's,Ribs,Black Bean Soup,1115,92,55
Applebee's,Soups,Breadstick,190,21,9
Applebee's,Sides,Cajun Shrimp Pasta ,290,22,19
Applebee's,Entrees,Cheeseburger Sliders with Applewood Smoked Bacon,1170,95,69
Applebee's,Burgers,Chicken Noodle Soup,1330,83,87
Applebee's,Soups,Chili Cheese Nachos,110,11,3
Applebee's,Appetizers,"Classic Wings, Southern BBQ",1680,134,107
Applebee's,Appetizers,Double-Glazed Baby Back Ribs - Half Rack  ,660,25,35
Applebee's,Ribs,"Fried Chicken Salad, Half w/o dressing",935,88,49
Applebee's,Salads,"Grilled Chicken Caesar, Half w/o dressing ",310,12,23
Applebee's,Salads,"Grilled Shrimp ‘N Spinach Salad, Regular w/o dressing",180,10,5
Applebee's,Salads,Hand-Battered Fish & Chips ,680,20,51
Applebee's,Seafood,Kids Celery side with Dressing,1570,108,106
Applebee's,Kid's Meals,Kids Hot Dog,220,5,22
Applebee's,Kid's Meals,Kids OREO® Cookie Sundae,330,31,18
Applebee's,Kid's Meals,Margherita Chicken ,360,43,19
Applebee's,Chicken,"Oriental Chicken Salad, Regular w/o dressing",800,67,30
Applebee's,Salads,Philly Burger,680,50,41
Applebee's,Burgers,Riblet and Chicken Tenders Basket ,1130,70,67
Applebee's,Chicken,Signature Sirloin with Garlic Herb Shrimp,1295,103,73
Applebee's,Entrees,Sizzling Steak & Cheese,500,31,21
Applebee's,Entrees,Steak & Honey BBQ Chicken Combo,1050,49,65
Applebee's,Entrees,Toasted Garlic Bread Basket ,600,37,15
Applebee's,Sides,"Trios Boneless Wings, Honey BBQ",1120,89,78
Applebee's,Appetizers,"Trios Classic Wings, Southern BBQ",620,58,28
Applebee's,Appetizers,Triple Chocolate Meltdown® ,330,13,17
Applebee's,Desserts,Wonton Tacos,820,97,48
Applebee's,Appetizers,"Apple Walnut Chicken Salad, Half",495,45,23
Applebee's,Salads,Applebee’s Riblets Platter  ,630,33,43
Applebee's,Ribs,Blackened Tilapia Sandwich,1705,134,86
Applebee's,Sandwiches,Broccoli Cheddar Soup,740,54,42
Applebee's,Soups,"California Shrimp Salad, Half ",340,19,26
Applebee's,Salads,Cheesy Corn ,500,16,42
Applebee's,Sides,Chicken Parmesan Stack ,350,28,20
Applebee's,Chicken,Chips and Spicy Chipotle Lime Salsa,1690,130,95
Applebee's,Appetizers,"Classic Wings, Sweet & spicy sauce",960,106,53
Applebee's,Appetizers,Fiesta Lime Chicken® ,690,32,35
Applebee's,Chicken,"Fried Chicken Salad, Regular",1160,94,67
Applebee's,Salads,"Grilled Chicken Caesar, Regular ",980,50,79
Applebee's,Salads,Hand-Battered Fish Sandwich,820,25,57
Applebee's,Sandwiches,Kids Cheese Pizza,860,63,58
Applebee's,Kid's Meals,Kids Hot Fudge Sundae,550,44,31
Applebee's,Kid's Meals,Kids Pasta with Marinara Sauce,350,45,18
Applebee's,Kid's Meals,Mozzarella Sticks,360,60,7
Applebee's,Appetizers,Oriental Grilled Chicken Salad,940,84,48
Applebee's,Salads,Pork Wonton Tacos,430,36,21
Applebee's,Appetizers,Riblet and Chicken Tenders Platter ,820,68,41
Applebee's,Chicken,Sizzling Apple Pie ,1800,136,101
Applebee's,Desserts,Slow Simmered Tender Beef Sandwich,900,145,33
Applebee's,Sandwiches,Steak & Riblets Combo,980,101,50
Applebee's,Entrees,Tomato Basil Soup,985,39,49
Applebee's,Soups,"Trios Boneless Wings, Hot Buffalo",220,22,13
Applebee's,Appetizers,"Trios Classic Wings, Sweet & spicy sauce",590,33,35
Applebee's,Appetizers,Veggie Burger,350,16,18
Applebee's,Burgers,Zesty Ranch Chicken Sandwich,550,60,22
Applebee's,Sandwiches,Applebee’s Limeades,1150,76,73
Applebee's,Drinks,Baked Potato Soup,130,59,0
Applebee's,Soups,"Boneless Wings, Sweet & spicy sauce",420,27,32
Applebee's,Appetizers,"Bruschetta Chicken Salad, Regular ",1150,90,55
Applebee's,Salads,Cheeseburger,1110,67,66
Applebee's,Burgers,Chicken Fried Chicken ,940,52,58
Applebee's,Chicken,Chili,1230,112,59
Applebee's,Soups,"Classic Wings, Classic Buffalo",310,10,26
Applebee's,Appetizers,Decadent Shakes,710,8,49
Applebee's,Shakes,"Fresh Fruit, Side",915,109,46
Applebee's,Sides,Garlic Herb Salmon ,90,24,0
Applebee's,Seafood,"Grilled Shrimp ‘N Spinach Salad, Half",690,61,29
Applebee's,Salads,"Grilled Steak Caesar, Regular",620,33,44
Applebee's,Salads,Kids 4oz Sirloin Steak,910,25,68
Applebee's,Kid's Meals,Kids Grilled Cheese (Hawaiian bread),140,0,7
Applebee's,Kid's Meals,Kids Mini Hamburger – 2,610,51,36
Applebee's,Kid's Meals,Loaded Baked Potato  ,660,46,40
Applebee's,Sides,"Oriental Chicken Salad, Half",500,42,35
Applebee's,Salads,"Pecan-Crusted Chicken Salad, Half w/o dressing",670,42,49
Applebee's,Salads,Queso Blanco with chili,580,53,31
Applebee's,Appetizers,"Seasonal Vegetables, Side",1440,118,89
Applebee's,Sides,Sizzling Skillet Fajitas - Shrimp,42,8,0
Applebee's,Entrees,Spinach Salad,1400,151,65
Applebee's,Salads,Teriyaki Shrimp Pasta ,230,19,15
Applebee's,Entrees,Topper - Sautéed Garlic Mushrooms,440,74,8
Applebee's,Sides,"Trios Classic Wings, Classic Buffalo",130,4,12
Applebee's,Appetizers,Trios Steak Quesadilla Towers,360,4,24
Applebee's,Appetizers,Weight Watchers® Steak & Potato Salad ,560,37,38
Applebee's,Salads,Add Grilled Shrimp ,380,32,12
Applebee's,Sides,Applebee’s Reuben,230,2,17
Applebee's,Sandwiches,BBQ Pulled Pork Sliders,630,25,47
Applebee's,Burgers,Bourbon Street Steak,1030,90,48
Applebee's,Entrees,Caesar Salad,760,35,44
Applebee's,Salads,Cheeseburger Sliders add bacon,220,8,19
Applebee's,Burgers,Chicken Noodle Soup,1330,83,87
Applebee's,Soups,"Chili Cheese Fries, Side",160,17,4
Applebee's,French Fries,"Classic Wings, Hot Buffalo",550,59,33
Applebee's,Appetizers,Double-Glazed Baby Back Ribs  ,720,9,49
Applebee's,Ribs,"Fried Chicken Salad, Half",1345,95,72
Applebee's,Salads,"Grilled Chicken Caesar, Half",530,26,42
Applebee's,Salads,"Grilled Shrimp ‘N Spinach Salad, Regular",410,12,29
Applebee's,Salads,Hamburger,1010,63,69
Applebee's,Burgers,Kids Applesauce side,790,50,46
Applebee's,Kid's Meals,Kids Grilled Chicken Sandwich,50,27,0
Applebee's,Kid's Meals,Kids OREO® Cookie Milkshake,230,23,5
Applebee's,Kid's Meals,Maple Butter Blondie ,780,97,41
Applebee's,Desserts,"Oriental Chicken Salad, Regular",1100,115,63
Applebee's,Salads,"Pecan-Crusted Chicken Salad, Regular w/o dressing",1340,85,98
Applebee's,Salads,Ribeye,880,76,46
Applebee's,Entrees,Shrimp Fettuccine Alfredo ,670,3,47
Applebee's,Entrees,Sizzling Smokehouse Chicken Stack ,143,113,81
Applebee's,Entrees,Steak & Grilled Shrimp Combo,1170,78,59
Applebee's,Entrees,Three-Cheese Chicken Penne ,540,2,36
Applebee's,Entrees,"Trios Boneless Wings, Classic Buffalo",1460,127,75
Applebee's,Appetizers,"Trios Classic Wings, Hot Buffalo",580,33,35
Applebee's,Appetizers,Trios Wings Ranch Dipping Sauce,360,4,25
Applebee's,Appetizers,Wings Ranch Dipping Sauce,200,1,21
Applebee's,Appetizers,Add Fried Shrimp  ,200,1,21
Applebee's,Sides,Applebee’s Reuben,390,35,21
Applebee's,Sandwiches,Baked Potato Soup,1140,49,81
Applebee's,Soups,Bourbon Street Chicken & Shrimp,360,20,28
Applebee's,Entrees,"Bruschetta Chicken Salad, Regular w/o dressing ",750,31,45
Applebee's,Salads,Cheeseburger Sliders,790,56,36
Applebee's,Burgers,"Chicken Fried Steak (includes mashed potato, gravy & vegetable)",1270,82,82
Applebee's,Entrees,Chili ,1260,118,61
Applebee's,Soups,"Classic Wings, Honey BBQ",370,16,28
Applebee's,Appetizers,Double Crunch Shrimp ,790,59,35
Applebee's,Seafood,Fried Chicken Salad,1280,133,69
Applebee's,Salads,Garlic Mashed Potatoes  ,380,20,27
Applebee's,Sides,"Grilled Shrimp ‘N Spinach Salad, Half w/o dressing",330,38,18
Applebee's,Salads,"Grilled Steak Caesar, Regular w/o dressing",460,12,35
Applebee's,Salads,Kids Apple Juice (6.75 oz),460,21,21
Applebee's,Kid's Meals,Kids Grilled Cheese (sourdough bread),70,17,0
Applebee's,Kid's Meals,Kids Orange-Tangerine Juice (6.75 oz),630,54,36
Applebee's,Kid's Meals,Loaded Mashed Potatoes ,70,17,0
Applebee's,Sides,"Oriental Chicken Salad, Half w/o dressing",550,41,42
Applebee's,Salads,"Pecan-Crusted Chicken Salad, Regular",340,25,20
Applebee's,Salads,Red Beans & Rice  ,1350,114,80
Applebee's,Sides,Shrimp ‘N Parmesan Sirloin,290,48,6
Applebee's,Entrees,Sizzling Skillet Fajitas - Steak,660,4,42
Applebee's,Entrees,Steak & Fried Shrimp Combo,1410,152,55
Applebee's,Entrees,Three-Cheese Chicken Penne,650,37,34
Applebee's,Entrees,Topper - Shrimp ‘N Parmesan,940,77,49
Applebee's,Sides,"Trios Classic Wings, Honey BBQ",230,4,15
Applebee's,Appetizers,Trios Wings Bleu Cheese Dipping Sauce,400,29,17
Applebee's,Appetizers,Wings Bleu Cheese Dipping Sauce,240,1,26
Applebee's,Appetizers,"Apple Walnut Chicken Salad, Half w/o dressing",240,1,26
Applebee's,Salads,Asiago Peppercorn Steak,350,15,20
Applebee's,Entrees,Blue Ribbon Brownie ,380,25,14
Applebee's,Desserts,Broccoli Cheddar Soup,1310,176,63
Applebee's,Soups,"California Shrimp Salad, Half w/o dressing ",280,12,23
Applebee's,Salads,Chicken Broccoli Pasta Alfredo ,330,14,23
Applebee's,Entrees,Chicken Quesadilla Grande,1350,111,72
Applebee's,Appetizers,Chocolate Chip Cookie Sundae ,1290,90,90
Applebee's,Desserts,Cole Slaw,154,210,74
Applebee's,Sides,Fire Pit Bacon Burger,140,15,9
Applebee's,Burgers,"Fried Chicken Salad, Regular w/o dressing",1100,53,73
Applebee's,Salads,"Grilled Chicken Caesar, Regular w/o dressing ",540,23,42
Applebee's,Salads,Honey BBQ Chicken Sandwich,370,21,10
Applebee's,Sandwiches,Kids Chicken Tenders,1000,87,42
Applebee's,Kid's Meals,Kids Kraft Macaroni and Cheese,240,11,14
Applebee's,Kid's Meals,Kids Steamed Broccoli Side,300,45,9
Applebee's,Kid's Meals,New England Fish & Chips ,30,4,0
Applebee's,Seafood,"Oriental Grilled Chicken Salad, Half",1930,121,138
Applebee's,Salads,Potato Skins,680,55,40
Applebee's,Appetizers,Santa Fe Chicken Salad,1090,66,103
Applebee's,Salads,Sizzling Asian Shrimp,530,28,37
Applebee's,Entrees,Small Caesar Salad (with dressing) ,850,118,33
Applebee's,Sides,Steak Quesadilla Towers,310,12,27
Applebee's,Appetizers,Tomato Basil Soup ,1110,79,73
Applebee's,Soups,"Trios Boneless Wings, Southern BBQ",250,28,14
Applebee's,Appetizers,Trios Grilled Chicken Wonton Tacos,550,42,28
Applebee's,Appetizers,Veggie Patch™ Pizza,430,43,18
Applebee's,Appetizers,"Apple Walnut Chicken Salad, Regular",930,50,67
Applebee's,Salads,Asiago Peppercorn Steak w/sides,1030,54,67
Applebee's,Entrees,"Boneless Wings, Classic Buffalo",380,25,14
Applebee's,Appetizers,Brownie Bite,1160,66,69
Applebee's,Desserts,"California Shrimp Salad, Regular ",360,49,17
Applebee's,Salads,Chicken Caesar Salad,740,21,61
Applebee's,Salads,Chicken Tenders Basket ,310,8,20
Applebee's,Chicken,Chocolate Mousse Shooter ,102,85,60
Applebee's,Desserts,Cowboy Burger,450,42,31
Applebee's,Burgers,Florentine Ravioli with Chicken ,1180,77,70
Applebee's,Entrees,Fried Red Potatoes,1300,77,82
Applebee's,Sides,Grilled Chicken Wonton Tacos,150,22,5
Applebee's,Appetizers,Hot Fudge Sundae Shooter,590,58,24
Applebee's,Desserts,Kids Chocolate Milk (1% 8oz),350,43,18
Applebee's,Kid's Meals,Kids Milk (1% or 2% 8 oz),215,36,4
Applebee's,Kid's Meals,Kids Strawberry Sundae,130,14,4
Applebee's,Kid's Meals,New York Strip,260,31,14
Applebee's,Entrees,"Oriental Grilled Chicken Salad, Half w/o dressing",480,1,24
Applebee's,Salads,Potato Twisters,340,38,9
Applebee's,Appetizers,"Santa Fe Chicken Salad, Half",970,81,60
Applebee's,Salads,Sizzling Cajun Steak & Shrimp ,940,52,73
Applebee's,Entrees,Smothered Grilled Chicken ,850,63,41
Applebee's,Chicken,Steakhouse Burger with A.1.® Steak Sauce,860,61,41
Applebee's,Burgers,"Trios Boneless Wings, Sweet & spicy sauce",1250,68,84
Applebee's,Appetizers,Trios Mozzarella Sticks,570,45,28
Applebee's,Appetizers,Weight Watchers® Cajun Lime Tilapia ,430,39,21
Applebee's,Seafood,"Apple Walnut Chicken Salad, Regular w/o dressing",350,43,5
Applebee's,Salads,Bacon Cheddar Cheeseburger,470,18,22
Applebee's,Burgers,"Boneless Wings, Honey BBQ",970,51,60
Applebee's,Appetizers,Bruschetta Chicken ,1250,16,55
Applebee's,Chicken,"California Shrimp Salad, Regular w/o dressing ",850,56,42
Applebee's,Salads,Chicken Fajita Rollup,380,16,24
Applebee's,Sandwiches,Chicken Tenders Platter ,850,63,62
Applebee's,Chicken,Clam Chowder,1320,107,78
Applebee's,Soups,Crispy Orange Chicken ,350,22,24
Applebee's,Chicken,French Dip Sliders,1520,208,53
Applebee's,Burgers,"Fries, Side",840,75,49
Applebee's,French Fries,Grilled Dijon Chicken & Portobellos,390,53,18
Applebee's,Entrees,House Salad,470,30,16
Applebee's,Salads,Kids Corn Dog,120,9,8
Applebee's,Kid's Meals,Kids Mini Cheeseburger – 1,260,28,14
Applebee's,Kid's Meals,Kids Tropicana Fruit Punch (12 oz),430,24,30
Applebee's,Kid's Meals,Orange Glazed Salmon ,70,19,0
Applebee's,Seafood,"Oriental Grilled Chicken Salad, Regular",730,98,17
Applebee's,Salads,Provolone-Stuffed Meatballs with Fettuccine ,1290,92,79
Applebee's,Entrees,"Santa Fe Chicken Salad, Half w/o dressing",1520,116,90
Applebee's,Salads,Sizzling Chicken with Spicy Queso Blanco,760,49,55
Applebee's,Entrees,Southwest Jalapeño Burger,570,40,22
Applebee's,Burgers,Strawberry Cheesecake Shooter ,1140,68,72
Applebee's,Desserts,Trios Cheese Quesadilla Grande,380,37,23
Applebee's,Appetizers,Trios Pork Wonton Tacos,510,31,44
Applebee's,Appetizers,Weight Watchers® Chipotle Lime Chicken ,560,48,28
Applebee's,Chicken,,490,51,12
Arby's,Sandwiches,Smokin’ Chipotle Chicken*,520,46,28
Arby's,Sandwiches,Roast Turkey & Swiss Wrap,590,60,23
Arby's,Wraps,Potato Cakes (3),500,42,24
Arby's,Sides,CapriSun® Fruit Juice,390,42,23
Arby's,Kid's Meals,Jamocha Oreo® Shake - Small,80,21,0
Arby's,Shakes,Chocolate Turnover,460,85,15
Arby's,Desserts,"Ham, Egg & Cheese Croissant",510,67,25
Arby's,Breakfast,Chocolate Chunk Cookies (2),270,22,14
Arby's,Desserts,Roast Beef Classic,420,54,21
Arby's,Sandwiches,Deluxe Bacon Cheddar,360,37,14
Arby's,Sandwiches,Roast Chicken Club,430,42,19
Arby's,Sandwiches,"Roast Turkey, Ranch & Bacon Sandwich",460,41,18
Arby's,Sandwiches,Potato Cakes (4),810,78,36
Arby's,Sides,Jamocha Oreo® Swirl Shake - Regular,510,57,30
Arby's,Shakes,Jr Chocolate Shake,630,115,20
Arby's,Shakes,Outside-In Cinnamon Bites™,350,60,9
Arby's,Breakfast,Jalapeno Bites® – (5),300,36,15
Arby's,Sides,Roast Beef Mild,300,31,17
Arby's,Sandwiches,French Dip & Swiss/Au Jus,470,38,22
Arby's,Sandwiches,Prime-Cut™ Chicken Tenders (3),450,51,17
Arby's,Chicken,"Roast Turkey, Ranch & Bacon Wrap",360,31,17
Arby's,Wraps,Steakhouse Onion Rings (5),600,42,32
Arby's,Sides,Vanilla Shake - Small,460,56,24
Arby's,Shakes,Jr Jamocha Shake,380,60,12
Arby's,Shakes,Classic Italian Toasted Sub,350,60,9
Arby's,Sandwiches,Jalapeno Bites® – (8),590,47,37
